# Program:featureCounts v2.0.0; Command:"featureCounts" "-a" "data/7/genes.gtf" "-o" "feature_counts.txt" "data/7/SRR453566_mapped.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566_mapped.bam
YML043C	XIII	190244	191767	-	1524	396
YML042W	XIII	192788	194800	+	2013	147
YML041C	XIII	194913	195755	-	843	275
tP(UGG)M	XIII;XIII	196068;196135	196103;196170	-;-	72	1
YML040W	XIII	196628	197950	+	1323	0
YML039W	XIII;XIII	196628;197934	197932;201896	+;+	5268	171
YML038C	XIII	202775	204103	-	1329	797
YML037C	XIII	204386	205408	-	1023	107
YML036W	XIII;XIII	205642;206204	206097;206293	+;+	546	379
YML035C	XIII	206428	208860	-	2433	984
YML034C-A	XIII	209428	209826	-	399	3
YML034W	XIII;XIII	209525;211571	211444;212155	+;+	2505	961
YML032C	XIII	212515	213930	-	1416	805
YML031C-A	XIII	214086	214421	-	336	2
YML031W	XIII	214189	216156	+	1968	1105
YML030W	XIII	216435	216914	+	480	680
YML029W	XIII	217362	219878	+	2517	614
YML028W	XIII	220138	220728	+	591	6967
YML027W	XIII	221406	222563	+	1158	456
YML026C	XIII;XIII	222987;223782	223380;223828	-;-	441	15898
YML025C	XIII;XIII	224406;225339	225239;225365	-;-	861	866
YML024W	XIII;XIII	225889;226290	225891;226697	+;+	411	12049
YML023C	XIII	226994	228664	-	1671	436
YML022W	XIII	228937	229500	+	564	1613
YML021C	XIII	229734	230813	-	1080	412
YML020W	XIII	231149	233143	+	1995	425
YML019W	XIII	233457	234455	+	999	681
YML018C	XIII	234771	235952	-	1182	2640
YML017W	XIII;XIII	236588;236954	236591;238731	+;+	1782	653
YML016C	XIII	239458	241536	-	2079	1269
YML015C	XIII	241989	243029	-	1041	483
YML014W	XIII	243225	244064	+	840	420
YML013W	XIII	244149	245903	+	1755	462
YML012C-A	XIII	245537	245914	-	378	2
YML012W	XIII	246116	246751	+	636	3819
YML011C	XIII	246895	247428	-	534	173
YML010W	XIII	247677	250868	+	3192	2138
YML009W-B	XIII	250435	250911	+	477	0
YML009C-A	XIII	250675	251001	-	327	47
YML009C	XIII	251304	251516	-	213	496
YML008C	XIII	251839	252990	-	1152	4388
YML007C-A	XIII	253162	253272	-	111	8
YML007W	XIII	253848	255800	+	1953	2095
YML006C	XIII	256092	258416	-	2325	599
tS(AGA)M	XIII	259158	259239	-	82	1
YML005W	XIII	260221	261609	+	1389	346
YML004C	XIII	261705	262685	-	981	1633
YML003W	XIII	263483	264355	+	873	74
YML002W	XIII	264541	266754	+	2214	417
YML001W	XIII	267174	267800	+	627	1325
YMR001C	XIII	269019	271136	-	2118	761
YMR001C-A	XIII	271347	271577	-	231	54
YMR002W	XIII	272193	272663	+	471	2985
YMR003W	XIII	273118	273714	+	597	276
YMR004W	XIII	274017	275552	+	1536	647
YMR005W	XIII	276045	277211	+	1167	1083
YMR006C	XIII	277561	279681	-	2121	916
YMR007W	XIII	279960	280340	+	381	27
YMR008C	XIII	280590	282584	-	1995	1464
YMR009W	XIII	284102	284641	+	540	995
YMR010W	XIII	285100	286317	+	1218	722
YMR011W	XIII	288079	289704	+	1626	2967
tE(UUC)M	XIII	290801	290872	+	72	0
YMR012W	XIII	291134	294967	+	3834	5495
YMR013C	XIII	295179	296738	-	1560	355
YMR013C-A	XIII	296471	296620	-	150	0
snR78	XIII	297278	297364	+	87	7
snR77	XIII	297506	297593	+	88	23
snR76	XIII	297725	297833	+	109	39
snR75	XIII	297918	298006	+	89	9
snR74	XIII	298138	298225	+	88	5
snR73	XIII	298307	298412	+	106	1
YMR013W-A	XIII	298311	298391	+	81	0
snR72	XIII	298554	298651	+	98	9
YMR014W	XIII	298868	300427	+	1560	950
YMR015C	XIII	300869	302485	-	1617	5217
YMR016C	XIII	303236	305593	-	2358	616
YMR017W	XIII	307489	308682	+	1194	26
YMR018W	XIII	310208	311752	+	1545	63
YMR019W	XIII	312156	315005	+	2850	889
YMR020W	XIII	315377	316903	+	1527	370
YMR021C	XIII	317165	318418	-	1254	321
YMR022W	XIII	318680	319177	+	498	511
YMR023C	XIII	319437	321017	-	1581	205
tA(AGC)M1	XIII	321147	321219	-	73	2
YMR024W	XIII	321875	323047	+	1173	1327
YMR025W	XIII	323300	324187	+	888	106
YMR026C	XIII	324236	325435	-	1200	564
YMR027W	XIII	325877	327289	+	1413	1228
YMR028W	XIII	327482	328582	+	1101	324
YMR029C	XIII	328660	330231	-	1572	755
YMR030W	XIII	330793	331923	+	1131	134
YMR031C	XIII	332212	334743	-	2532	1349
YMR031W-A	XIII	334709	335035	+	327	6
YMR032W	XIII	335298	337307	+	2010	523
YMR030W-A	XIII	337313	337603	+	291	5
YMR033W	XIII;XIII	337788;337904	337817;339277	+;+	1404	1238
YMR034C	XIII	339418	340722	-	1305	98
YMR035W	XIII	341142	341675	+	534	214
YMR036C	XIII	341856	343520	-	1665	216
YMR037C	XIII	344403	346517	-	2115	841
YMR038C	XIII	347511	348260	-	750	1206
YMR039C	XIII	348644	349522	-	879	1150
YMR040W	XIII	350381	350863	+	483	88
YMR041C	XIII	350966	351973	-	1008	319
tF(GAA)M	XIII;XIII	352280;352335	352316;352370	+;+	73	0
YMR042W	XIII	352603	353136	+	534	272
YMR043W	XIII	353871	354731	+	861	708
YMR044W	XIII	355384	356811	+	1428	946
YMR045C	XIII;XIII	357359;361323	361321;362627	-;-	5268	186
YMR046C	XIII	361305	362627	-	1323	0
YMR046W-A	XIII	362702	362830	+	129	0
tH(GUG)M	XIII	363064	363135	+	72	0
YMR047C	XIII	363364	366705	-	3342	1581
YMR048W	XIII	366981	367934	+	954	260
YMR049C	XIII	368094	370517	-	2424	1990
tV(AAC)M1	XIII	372445	372518	-	74	3
YMR050C	XIII;XIII	373057;377021	377019;378325	-;-	5268	445
YMR051C	XIII	377003	378325	-	1323	0
tW(CCA)M	XIII;XIII	379303;379373	379338;379408	-;-	72	0
YMR052W	XIII	379586	380200	+	615	83
YMR052C-A	XIII	380069	380434	-	366	2
YMR053C	XIII	380346	382898	-	2553	110
YMR054W	XIII	383303	385975	+	2673	2048
YMR055C	XIII	386101	387021	-	921	127
YMR056C	XIII	387315	388244	-	930	127
YMR057C	XIII	388359	388730	-	372	1
YMR058W	XIII	388822	390732	+	1911	3787
YMR059W	XIII	391099	391485	+	387	83
YMR060C	XIII	391532	392515	-	984	415
YMR061W	XIII	392755	394788	+	2034	1055
YMR062C	XIII	395054	396379	-	1326	3094
YMR063W	XIII	397077	397796	+	720	142
YMR064W	XIII	397903	399459	+	1557	553
YMR065W	XIII	399702	401216	+	1515	170
YMR066W	XIII	401541	404237	+	2697	413
YMR067C	XIII	404323	405573	-	1251	611
YMR068W	XIII	406304	407584	+	1281	228
YMR069W	XIII	407709	408566	+	858	77
YMR070W	XIII	409154	410626	+	1473	843
YMR071C	XIII	410762	411265	-	504	792
YMR072W	XIII	411569	412120	+	552	1406
YMR073C	XIII	412268	412873	-	606	267
YMR074C	XIII	413036	413473	-	438	985
YMR075W	XIII	413982	416036	+	2055	436
YMR075C-A	XIII	415688	416053	-	366	3
YMR076C	XIII	416196	420029	-	3834	1016
tV(AAC)M2	XIII	420588	420661	-	74	9
YMR077C	XIII	421484	422149	-	666	242
YMR078C	XIII	422503	424728	-	2226	636
YMR079W	XIII;XIII	424989;425154	424997;426059	+;+	915	1468
YMR080C	XIII	426712	429627	-	2916	1832
YMR081C	XIII	430079	431095	-	1017	67
YMR082C	XIII	431769	432125	-	357	4
YMR083W	XIII	434788	435915	+	1128	6202
YMR084W	XIII	436628	437416	+	789	46
YMR085W	XIII	437491	438789	+	1299	134
YMR086W	XIII	439208	442090	+	2883	1063
YMR086C-A	XIII	442026	442364	-	339	54
YMR087W	XIII	442527	443381	+	855	154
YMR088C	XIII	443414	445102	-	1689	1325
YMR089C	XIII	445609	448086	-	2478	2395
YMR090W	XIII	449245	449928	+	684	229
YMR091C	XIII	450058	451365	-	1308	1116
YMR092C	XIII	451632	453479	-	1848	1739
YMR093W	XIII	454015	455556	+	1542	976
YMR094W	XIII	455825	457261	+	1437	187
YMR095C	XIII	457285	457959	-	675	184
YMR096W	XIII	458408	459301	+	894	959
YMR097C	XIII	459424	460527	-	1104	368
YMR098C	XIII	460771	462609	-	1839	906
tD(GUC)M	XIII	463554	463625	+	72	0
YMR099C	XIII	463934	464827	-	894	1073
YMR100W	XIII	466300	468162	+	1863	632
YMR101C	XIII	468445	469476	-	1032	18
YMR102C	XIII	469848	472352	-	2505	506
YMR103C	XIII	472902	473264	-	363	93
YMR104C	XIII	473420	475453	-	2034	339
YMR105C	XIII	475897	477606	-	1710	429
YMR105W-A	XIII	478064	478258	+	195	29
YMR106C	XIII	478301	480190	-	1890	240
tK(CUU)M	XIII	480621	480693	-	73	3
YMR107W	XIII	483014	483361	+	348	53
YMR108W	XIII	484084	486147	+	2064	7275
YMR109W	XIII	486587	490246	+	3660	1425
YMR110C	XIII	490394	491992	-	1599	969
YMR111C	XIII	492404	493792	-	1389	281
YMR112C	XIII	494100	494495	-	396	150
YMR113W	XIII	494999	496282	+	1284	392
YMR114C	XIII	496343	497449	-	1107	267
YMR115W	XIII	497704	499209	+	1506	543
YMR116C	XIII;XIII	499456;500152	499878;500688	-;-	960	22786
snR24	XIII	499984	500072	-	89	87
YMR117C	XIII	501250	501891	-	642	206
YMR118C	XIII	502144	502734	-	591	134
tL(CAA)M	XIII;XIII	504895;504965	504932;505008	+;+	82	3
YMR119W	XIII	505333	507207	+	1875	446
YMR119W-A	XIII	506996	507370	+	375	84
YMR120C	XIII	507502	509280	-	1779	17741
YMR121C	XIII	509734	510348	-	615	460
YMR122C	XIII	510701	511075	-	375	55
YMR122W-A	XIII	511315	511569	+	255	5193
YMR123W	XIII	513593	513961	+	369	790
YMR124W	XIII	514456	517287	+	2832	619
YMR125W	XIII;XIII	517539;517886	517563;520446	+;+	2586	2359
YMR126C	XIII	520761	521789	-	1029	223
YMR127C	XIII	522329	523345	-	1017	322
YMR128W	XIII	523696	527499	+	3804	980
YMR129W	XIII	527804	531817	+	4014	1805
YMR130W	XIII	532119	533027	+	909	700
YMR131C	XIII	533163	534698	-	1536	2743
YMR132C	XIII	534944	535570	-	627	259
YMR133W	XIII;XIII	536207;537565	537448;537609	+;+	1287	137
YMR134W	XIII	537838	538551	+	714	639
YMR135C	XIII	538689	540056	-	1368	638
YMR135W-A	XIII	539911	540444	+	534	4
YMR136W	XIII	541199	542881	+	1683	1036
YMR137C	XIII	542978	544963	-	1986	207
YMR138W	XIII	545155	545730	+	576	129
YMR139W	XIII	546125	547237	+	1113	511
YMR140W	XIII	547714	549183	+	1470	368
YMR141C	XIII	549736	550044	-	309	42
YMR142C	XIII;XIII	550206;551204	550801;551207	-;-	600	11277
YMR141W-A	XIII	550911	551135	+	225	161
YMR143W	XIII;XIII	551928;552496	551951;552903	+;+	432	10496
YMR144W	XIII	553362	554390	+	1029	485
YMR145C	XIII	554793	556475	-	1683	5681
YMR146C	XIII	557481	558524	-	1044	3177
YMR147W	XIII	559199	559870	+	672	235
YMR148W	XIII	560366	560812	+	447	204
YMR149W	XIII	560996	561856	+	861	1543
YMR150C	XIII	561956	562528	-	573	313
YMR151W	XIII	562506	562943	+	438	12
YMR152W	XIII	563096	564193	+	1098	580
YMR153W	XIII	564435	565862	+	1428	543
YMR153C-A	XIII	565574	565909	-	336	17
YMR154C	XIII	565999	568182	-	2184	211
YMR155W	XIII	568551	570194	+	1644	406
YMR156C	XIII	570300	571016	-	717	116
YMR157C	XIII	571277	572044	-	768	605
YMR158W	XIII	572248	572715	+	468	442
tM(CAU)M	XIII	572883	572955	-	73	0
YMR158C-A	XIII	573194	573331	-	138	37
YMR158W-B	XIII	574471	574791	+	321	0
YMR159C	XIII	574476	574928	-	453	1
YMR160W	XIII	575066	577516	+	2451	397
YMR161W	XIII	577718	578392	+	675	656
YMR162C	XIII	578951	583921	-	4971	1017
YMR163C	XIII	584271	586388	-	2118	264
tV(AAC)M3	XIII	586636	586709	-	74	0
YMR164C	XIII	587274	589550	-	2277	288
YMR165C	XIII	590040	592628	-	2589	580
YMR166C	XIII	593367	594473	-	1107	467
YMR167W	XIII	594886	597195	+	2310	360
YMR168C	XIII	597332	599158	-	1827	441
YMR169C	XIII	599352	600872	-	1521	157
YMR170C	XIII	601562	603082	-	1521	172
YMR171C	XIII	603868	605520	-	1653	665
YMR172W	XIII	605981	608140	+	2160	306
YMR172C-A	XIII	607828	608211	-	384	2
YMR173W	XIII	608689	609981	+	1293	210
YMR173W-A	XIII	608897	610081	+	1185	19
YMR174C	XIII	610159	610365	-	207	53
YMR175W	XIII	611016	611255	+	240	18
YMR175W-A	XIII	611314	611508	+	195	5
YMR176W	XIII	611740	615975	+	4236	903
YMR177W	XIII	616566	618098	+	1533	324
YMR178W	XIII	618479	619303	+	825	633
YMR179W	XIII	619858	622134	+	2277	413
YMR180C	XIII	622251	623213	-	963	288
YMR181C	XIII	623616	624080	-	465	135
YMR182C	XIII	624532	625167	-	636	195
YMR182W-A	XIII	625811	625897	+	87	17
snR83	XIII	626349	626654	+	306	61
YMR183C	XIII	626921	627808	-	888	1466
YMR184W	XIII	628189	628785	+	597	261
YMR185W	XIII	629025	631970	+	2946	596
YMR186W	XIII	632355	634472	+	2118	26706
YMR187C	XIII	634689	635984	-	1296	182
YMR188C	XIII	636291	637004	-	714	1120
YMR189W	XIII	637500	640604	+	3105	4536
YMR190C	XIII	640915	645258	-	4344	667
YMR191W	XIII	645656	646777	+	1122	630
YMR192W	XIII	647118	649280	+	2163	430
YMR193W	XIII	650036	650812	+	777	811
YMR193C-A	XIII	651072	651458	-	387	204
YMR194W	XIII;XIII	651145;651624	651160;651910	+;+	303	2092
snR11	XIII	652275	652532	+	258	63
YMR194C-B	XIII;XIII	652594;652848	652775;652887	-;-	222	49
YMR194C-A	XIII	652912	653136	-	225	29
YMR195W	XIII	654034	654417	+	384	197
YMR196W	XIII	655076	658342	+	3267	562
YMR197C	XIII	658545	659198	-	654	534
YMR198W	XIII	659745	661529	+	1785	377
YMR199W	XIII	662644	664284	+	1641	483
YMR200W	XIII	664752	665522	+	771	1536
YMR201C	XIII;XIII	665845;667018	666933;667044	-;-	1116	306
RNA170	XIII	667288	667456	-	169	14
YMR202W	XIII	667537	668205	+	669	4430
YMR203W	XIII	668492	669655	+	1164	2873
YMR204C	XIII	670063	671325	-	1263	175
YMR205C	XIII	671887	674766	-	2880	7797
YMR206W	XIII	675896	676837	+	942	26
YMR207C	XIII	677193	683564	-	6372	1221
YMR208W	XIII	684467	685798	+	1332	1485
YMR209C	XIII	685911	687284	-	1374	619
YMR210W	XIII	687516	688865	+	1350	623
YMR211W	XIII	689083	690510	+	1428	395
YMR212C	XIII	690695	693043	-	2349	1359
YMR213W	XIII	693381	695153	+	1773	239
YMR214W	XIII	695350	696483	+	1134	1171
YMR215W	XIII	696796	698370	+	1575	2067
YMR216C	XIII	698811	701039	-	2229	1155
YMR217W	XIII	701790	703367	+	1578	7237
YMR218C	XIII	703579	706887	-	3309	579
YMR219W	XIII	707133	712109	+	4977	843
YMR220W	XIII	712316	713671	+	1356	1548
YMR221C	XIII	713931	715445	-	1515	1127
YMR222C	XIII	715638	716309	-	672	206
YMR223W	XIII	716715	718130	+	1416	373
YMR224C	XIII	718575	720653	-	2079	332
YMR225C	XIII;XIII	720960;721346	721198;721403	-;-	297	465
YMR226C	XIII	721593	722396	-	804	2649
YMR227C	XIII	722613	724385	-	1773	624
YMR228W	XIII	724626	725651	+	1026	400
YMR229C	XIII	725934	731123	-	5190	4800
YMR230W	XIII;XIII	732414;732876	732465;733141	+;+	318	6908
YMR230W-A	XIII	733268	733456	+	189	11
YMR231W	XIII	733545	736634	+	3090	690
YMR232W	XIII	736926	738959	+	2034	100
YMR233W	XIII	739185	739865	+	681	222
YMR234W	XIII	740266	741312	+	1047	376
YMR235C	XIII	741512	742735	-	1224	2250
YMR236W	XIII	742971	743444	+	474	749
YMR237W	XIII	743749	745923	+	2175	1210
YMR238W	XIII	746353	747729	+	1377	1245
tR(UCU)M1	XIII	747892	747963	-	72	2
YMR239C	XIII	748262	749677	-	1416	463
YMR240C	XIII	749930	751240	-	1311	486
YMR241W	XIII	751961	752905	+	945	5776
YMR242C	XIII;XIII	753225;754220	753742;754220	-;-	519	8458
YMR242W-A	XIII	754297	754386	+	90	10
YMR243C	XIII	754838	756166	-	1329	2905
YMR244W	XIII	757250	758317	+	1068	33
YMR244C-A	XIII	758517	758831	-	315	3
YMR245W	XIII	758563	759183	+	621	16
YMR246W	XIII	759807	761891	+	2085	2880
snR86	XIII	762110	763113	-	1004	456
YMR247C	XIII	763351	768039	-	4689	1265
tA(AGC)M2	XIII	768369	768441	-	73	0
YMR247W-A	XIII	769283	769426	+	144	0
YMR250W	XIII	770801	772558	+	1758	175
YMR251W	XIII	772915	774015	+	1101	45
YMR251W-A	XIII	774752	774931	+	180	3997
YMR252C	XIII	775315	775719	-	405	148
YMR253C	XIII	775946	777190	-	1245	334
YMR254C	XIII	777615	777923	-	309	19
YMR255W	XIII	778001	778567	+	567	484
YMR256C	XIII	778945	779127	-	183	1105
YMR257C	XIII	779629	782031	-	2403	390
YMR258C	XIII	782620	784281	-	1662	524
YMR259C	XIII	784621	788883	-	4263	1049
YMR260C	XIII	789378	789839	-	462	3476
YMR261C	XIII	790205	793369	-	3165	1061
YMR262W	XIII	793726	794667	+	942	274
YMR263W	XIII	794919	795524	+	606	247
YMR264W	XIII	795805	796416	+	612	999
YMR265C	XIII	796540	797925	-	1386	276
YMR266W	XIII	798518	801379	+	2862	2831
YMR267W	XIII	801772	802704	+	933	523
YMR268C	XIII	802888	804222	-	1335	186
YMR269W	XIII	804456	805091	+	636	302
YMR270C	XIII	805326	806423	-	1098	355
YMR271C	XIII	806865	807548	-	684	81
tQ(CUG)M	XIII	808246	808317	-	72	0
YMR272C	XIII	809623	810777	-	1155	2043
YMR272W-A	XIII	810466	810579	+	114	0
YMR272W-B	XIII	811089	811196	+	108	3
YMR273C	XIII	811233	813980	-	2748	526
YMR274C	XIII	814364	815311	-	948	262
YMR275C	XIII	815651	818581	-	2931	782
YMR276W	XIII	818827	819948	+	1122	2207
YMR277W	XIII	820256	822454	+	2199	1230
YMR278W	XIII	822763	824631	+	1869	312
YMR279C	XIII	824729	826351	-	1623	104
YMR280C	XIII	827028	831329	-	4302	164
YMR281W	XIII	832339	833253	+	915	309
YMR282C	XIII	833356	835098	-	1743	773
YMR283C	XIII	835326	836867	-	1542	348
tY(GUA)M2	XIII;XIII	837928;837981	837966;838016	+;+	75	0
YMR284W	XIII	838187	839995	+	1809	311
YMR285C	XIII	840144	841691	-	1548	706
YMR286W	XIII	841942	842202	+	261	506
YMR287C	XIII	842436	845345	-	2910	662
YMR288W	XIII	845571	848486	+	2916	446
YMR289W	XIII	848685	849809	+	1125	562
YMR290C	XIII	850074	851591	-	1518	1940
YMR290W-A	XIII	851422	851769	+	348	8
YMR291W	XIII	852630	854390	+	1761	268
YMR292W	XIII;XIII	854795;854899	854816;855293	+;+	417	409
YMR293C	XIII	855399	856793	-	1395	364
YMR294W	XIII	856966	858087	+	1122	344
YMR294W-A	XIII	858209	858568	+	360	31
YMR295C	XIII	858297	858890	-	594	999
YMR296C	XIII	859215	860891	-	1677	1891
YMR297W	XIII	861922	863520	+	1599	3325
YMR298W	XIII	863819	864271	+	453	560
YMR299C	XIII	864412	865350	-	939	469
YMR300C	XIII	865559	867091	-	1533	6405
YMR301C	XIII	867555	869627	-	2073	1135
YMR302C	XIII	870073	872625	-	2553	1735
YMR303C	XIII	873291	874337	-	1047	789
YMR304W	XIII	874987	878679	+	3693	794
YMR304C-A	XIII	878780	879130	-	351	75
YMR305C	XIII	879063	880232	-	1170	3531
YMR306W	XIII	881159	886516	+	5358	233
YMR306C-A	XIII	886183	886572	-	390	1
YMR307W	XIII	887003	888682	+	1680	13144
YMR307C-A	XIII	887731	887925	-	195	0
YMR308C	XIII	888952	892221	-	3270	3188
YMR309C	XIII	892988	895426	-	2439	3598
YMR310C	XIII	895716	896669	-	954	491
YMR311C	XIII	896914	897603	-	690	1435
YMR312W	XIII	898405	899226	+	822	420
YMR313C	XIII	899379	901307	-	1929	744
YMR314W	XIII	901709	902413	+	705	2410
YMR315W	XIII	902800	903849	+	1050	1247
YMR315W-A	XIII	904286	904393	+	108	8
YMR316W	XIII	904825	905835	+	1011	327
YMR316C-A	XIII	905662	905973	-	312	4
YMR316C-B	XIII	907321	907629	-	309	4
YMR317W	XIII	907364	910786	+	3423	356
YMR318C	XIII	911061	912143	-	1083	3640
YMR319C	XIII	912880	914538	-	1659	802
YMR320W	XIII	916746	917051	+	306	38
YMR321C	XIII	917579	917896	-	318	163
YMR322C	XIII	918366	919079	-	714	19
YMR323W	XIII	920088	921401	+	1314	20
YMR324C	XIII	922202	922444	-	243	0
YMR325W	XIII	922641	923015	+	375	5
YMR326C	XIII	923494	923802	-	309	0
YBL113C	II	280	2658	-	2379	434
YBL113W-A	II	646	1128	+	483	0
YBL112C	II	2582	2899	-	318	2
YBL111C	II;II	2907;4216	4116;5009	-;-	2004	60
YBL109W	II	5790	6125	+	336	3
YBL108C-A	II	7605	7733	-	129	0
YBL108W	II	8177	8482	+	306	1
YBL107W-A	II	9268	9372	+	105	3
tL(UAA)B1	II	9583	9666	+	84	0
YBL107C	II	9961	10551	-	591	664
YBL106C	II	10847	13879	-	3033	478
YBL105C	II	14241	17696	-	3456	1264
YBL104C	II	18177	21293	-	3117	634
YBL103C	II	22076	23536	-	1461	550
YBL102W	II	24098	24745	+	648	707
YBL101C	II	24946	28299	-	3354	844
YBL100W-C	II	28427	28546	+	120	24
YBL100W-B	II;II	29935;31229	31227;35248	+;+	5313	249
YBL100W-A	II	29935	31251	+	1317	0
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0
YBL100C	II	36989	37303	-	315	256
YBL099W	II	37053	38690	+	1638	6498
YBL098W	II	39145	40527	+	1383	2411
YBL097W	II	40831	43095	+	2265	485
YBL096C	II	43174	43482	-	309	22
YBL095W	II	43277	44089	+	813	137
YBL094C	II	43765	44097	-	333	2
YBL093C	II	44256	44918	-	663	438
YBL092W	II	45978	46370	+	393	18257
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	145
YBL091C	II	47363	48628	-	1266	1520
YBL090W	II	48825	49358	+	534	800
YBL089W	II	49574	50953	+	1380	370
YBL088C	II	51019	59382	-	8364	924
YBL087C	II;II	59822;60698	60193;60739	-;-	414	5394
YBL086C	II	61202	62602	-	1401	387
YBL085W	II	63876	66818	+	2943	1378
YBL084C	II	67169	69445	-	2277	414
YBL083C	II	69713	70138	-	426	0
YBL082C	II	69751	71127	-	1377	449
YBL081W	II	71866	72972	+	1107	461
YBL080C	II	73070	74695	-	1626	416
YBL079W	II	75259	79767	+	4509	2157
YBL078C	II	80378	80731	-	354	181
YBL077W	II	80897	81328	+	432	3
YBL076C	II	81043	84261	-	3219	7617
YBL075C	II	84499	86448	-	1950	450
YBL074C	II	86722	87789	-	1068	124
YBL073W	II	87646	87957	+	312	30
snR56	II	88190	88277	+	88	3
YBL072C	II	88523	89125	-	603	10680
YBL071C-B	II	89458	89556	-	99	3
YBL071W-A	II	89978	90226	+	249	196
YBL071C	II	90223	90531	-	309	89
YBL070C	II	90605	90925	-	321	1
YBL069W	II	90741	92030	+	1290	232
YBL068W-A	II	91794	92030	+	237	0
YBL068W	II	92414	93394	+	981	539
YBL067C	II	93639	95882	-	2244	728
YBL066C	II	96669	100115	-	3447	572
YBL065W	II	99963	100307	+	345	0
YBL064C	II	100371	101156	-	786	545
YBL063W	II	101886	105221	+	3336	631
YBL062W	II	105308	105688	+	381	0
YBL061C	II	105316	107406	-	2091	912
YBL060W	II	107932	109995	+	2064	410
YBL059C-A	II;II	110125;110506	110420;110539	-;-	330	521
YBL059W	II;II	110594;110949	110879;111244	+;+	582	182
YBL058W	II	111437	112708	+	1272	1806
YBL057C	II	112801	113427	-	627	749
YBL056W	II	113762	115168	+	1407	2369
YBL055C	II	115573	116829	-	1257	585
YBL054W	II	117589	119166	+	1578	591
YBL053W	II	119335	119709	+	375	2
YBL052C	II	119379	121874	-	2496	681
YBL051C	II	122753	124759	-	2007	1163
YBL050W	II;II	125125;125271	125154;126119	+;+	879	963
YBL049W	II	126828	127244	+	417	78
YBL048W	II	127299	127610	+	312	46
YBL047C	II	127895	132040	-	4146	2954
YBL046W	II	132424	133749	+	1326	524
YBL045C	II	134143	135516	-	1374	5012
YBL044W	II	135998	136366	+	369	8
YBL043W	II	136688	137461	+	774	166
YBL042C	II	138341	140260	-	1920	1068
YBL041W	II	141247	141972	+	726	1640
YBL040C	II;II	142112;142847	142749;142868	-;-	660	1367
YBL039W-B	II	143393	143572	+	180	72
YBL039C	II	143989	145728	-	1740	2993
YBL039C-A	II	144948	145031	-	84	0
YBL038W	II	146187	146885	+	699	843
YBL037W	II	147209	150286	+	3078	628
YBL036C	II	150447	151220	-	774	891
YBL035C	II	151493	153610	-	2118	550
YBL034C	II	153848	158389	-	4542	608
YBL033C	II	158656	159693	-	1038	532
YBL032W	II	160184	161329	+	1146	1103
YBL031W	II	161699	162715	+	1017	183
YBL030C	II	163041	163997	-	957	10349
YBL029C-A	II	164488	164772	-	285	159
YBL029W	II	166134	167264	+	1131	250
YBL028C	II	167518	167838	-	321	899
YBL027W	II;II	168423;168809	168424;169376	+;+	570	13269
YBL026W	II;II	170623;170805	170676;171038	+;+	288	668
YBL025W	II	171481	171918	+	438	195
YBL024W	II	172534	174588	+	2055	1734
YBL023C	II	174920	177526	-	2607	638
YBL022C	II	177874	181275	-	3402	4354
YBL021C	II	181660	182094	-	435	348
YBL020W	II	182401	184125	+	1725	757
YBL019W	II	184353	185915	+	1563	270
YBL018C	II;II	185998;186428	186352;186474	-;-	402	607
YBL017C	II	186844	191583	-	4740	3138
YBL016W	II	192451	193512	+	1062	649
YBL015W	II	194122	195702	+	1581	1349
tI(AAU)B	II	197494	197567	+	74	0
tG(GCC)B	II	197629	197699	-	71	0
YBL014C	II	199064	201748	-	2685	637
YBL013W	II	202056	203261	+	1206	99
YBL012C	II	203406	203807	-	402	13
YBL011W	II	203538	205817	+	2280	1292
YBL010C	II	206107	206949	-	843	320
YBL009W	II	207194	209224	+	2031	801
YBL008W-A	II	209409	209648	+	240	4
YBL008W	II	209653	212175	+	2523	584
YBL007C	II	212632	216366	-	3735	2153
YBL006C	II	216587	217129	-	543	326
YBL006W-A	II	216711	216860	+	150	0
YBL005W	II	217470	220400	+	2931	338
YBL005W-A	II	221330	222652	+	1323	0
YBL005W-B	II;II	221330;222636	222634;226598	+;+	5268	167
tS(AGA)B	II	227075	227156	+	82	0
YBL004W	II	227636	235117	+	7482	2546
YBL003C	II	235394	235792	-	399	5664
YBL002W	II	236492	236887	+	396	7719
YBL001C	II	237153	237467	-	315	934
YBR001C	II	238941	241283	-	2343	322
YBR002C	II	241708	242568	-	861	569
YBR003W	II	242809	244230	+	1422	899
YBR004C	II	244366	245667	-	1302	552
YBR005W	II	245906	246547	+	642	330
YBR006W	II	247010	248503	+	1494	447
YBR007C	II	248806	251016	-	2211	430
YBR008C	II	252563	254209	-	1647	368
YBR009C	II	255373	255684	-	312	7303
YBR010W	II	256331	256741	+	411	8178
YBR011C	II	257112	257975	-	864	8162
YBR012C	II	259147	259566	-	420	107
YBR012W-A	II	259869	261191	+	1323	0
YBR012W-B	II;II	259869;261175	261173;265140	+;+	5271	85
YBR013C	II	265492	265881	-	390	53
tT(AGU)B	II	266378	266450	+	73	0
YBR014C	II	266725	267336	-	612	657
YBR015C	II	267710	269503	-	1794	1817
YBR016W	II	270247	270633	+	387	511
